accident_id,0,factor_id,1
3520,3520,101,101
3522,3522,101,101
3525,3525,37,37
3526,3526,31,31
3526,3526,43,43
3840,3840,43,43
3841,3841,31,31
3841,3841,43,43
3842,3842,37,37
3844,3844,37,37
938,938,43,43
3848,3848,31,31
3848,3848,43,43
3849,3849,31,31
938,938,36,36
3855,3855,37,37
3856,3856,37,37
3860,3860,31,31
3861,3861,31,31
18033,18033,35,35
3863,3863,31,31
3863,3863,43,43
3864,3864,31,31
3864,3864,43,43
3527,3527,37,37
3528,3528,31,31
3528,3528,43,43
3529,3529,101,101
1044,1044,31,31
1044,1044,43,43
3533,3533,31,31
622,622,42,42
3533,3533,43,43
3535,3535,43,43
3882,3882,31,31
3535,3535,101,101
3536,3536,31,31
3887,3887,37,37
3888,3888,31,31
3891,3891,31,31
3891,3891,43,43
3536,3536,43,43
3537,3537,37,37
3540,3540,37,37
3544,3544,31,31
3548,3548,43,43
3898,3898,37,37
3549,3549,31,31
3549,3549,43,43
3904,3904,37,37
3550,3550,31,31
3550,3550,43,43
3908,3908,31,31
3552,3552,101,101
3553,3553,37,37
3554,3554,101,101
3555,3555,35,35
3557,3557,42,42
3564,3564,101,101
3565,3565,43,43
3568,3568,37,37
3922,3922,37,37
3569,3569,31,31
3924,3924,37,37
3569,3569,43,43
3929,3929,37,37
8321,8321,34,34
3579,3579,37,37
3934,3934,31,31
3934,3934,43,43
3935,3935,43,43
3581,3581,37,37
3937,3937,37,37
3582,3582,37,37
3942,3942,31,31
3942,3942,43,43
3945,3945,31,31
3945,3945,43,43
3946,3946,31,31
3946,3946,43,43
3583,3583,31,31
3952,3952,43,43
3585,3585,43,43
3587,3587,101,101
3590,3590,37,37
3959,3959,31,31
3960,3960,37,37
3602,3602,31,31
3602,3602,43,43
3604,3604,43,43
3606,3606,37,37
3609,3609,31,31
3615,3615,31,31
3618,3618,43,43
3619,3619,43,43
3627,3627,35,35
3627,3627,101,101
3631,3631,37,37
3645,3645,101,101
3647,3647,101,101
3975,3975,37,37
3978,3978,31,31
3978,3978,43,43
3979,3979,37,37
3980,3980,37,37
3653,3653,37,37
3984,3984,31,31
3655,3655,37,37
3657,3657,37,37
3658,3658,31,31
3658,3658,37,37
3662,3662,42,42
3996,3996,37,37
3669,3669,101,101
3670,3670,37,37
3671,3671,37,37
4001,4001,37,37
4002,4002,37,37
3672,3672,31,31
3672,3672,43,43
4013,4013,31,31
4013,4013,34,34
4013,4013,43,43
4014,4014,37,37
8321,8321,43,43
4017,4017,31,31
4018,4018,31,31
3673,3673,37,37
4020,4020,31,31
3674,3674,37,37
3676,3676,37,37
3677,3677,37,37
4026,4026,31,31
4026,4026,42,42
3678,3678,37,37
56690,56690,101,101
3687,3687,37,37
3689,3689,31,31
3689,3689,37,37
3691,3691,37,37
3692,3692,37,37
3693,3693,37,37
3695,3695,31,31
3696,3696,37,37
3700,3700,37,37
4044,4044,31,31
4044,4044,43,43
3705,3705,37,37
3719,3719,37,37
3720,3720,37,37
3722,3722,31,31
3722,3722,43,43
4054,4054,37,37
3730,3730,34,34
4058,4058,31,31
4059,4059,37,37
4060,4060,101,101
3732,3732,31,31
4063,4063,37,37
4064,4064,37,37
4066,4066,37,37
3732,3732,43,43
3734,3734,37,37
3739,3739,43,43
3740,3740,36,36
3741,3741,37,37
4075,4075,37,37
4076,4076,37,37
3743,3743,37,37
4078,4078,31,31
3751,3751,43,43
3757,3757,37,37
3758,3758,43,43
3759,3759,37,37
4084,4084,37,37
4085,4085,42,42
3763,3763,101,101
4087,4087,36,36
3765,3765,37,37
3768,3768,37,37
3770,3770,37,37
4094,4094,36,36
4095,4095,37,37
3774,3774,34,34
3786,3786,31,31
956,956,37,37
4260,4260,33,33
4281,4281,32,32
4282,4282,33,33
4283,4283,31,31
4345,4345,37,37
3786,3786,101,101
98091,98091,43,43
98091,98091,36,36
98333,98333,36,36
101770,101770,101,101
4375,4375,40,40
4375,4375,41,41
3787,3787,37,37
3788,3788,37,37
1043,1043,31,31
3792,3792,37,37
3795,3795,31,31
3796,3796,31,31
4381,4381,31,31
4382,4382,43,43
4383,4383,37,37
3803,3803,37,37
3804,3804,37,37
4005,4005,37,37
11893,11893,37,37
4412,4412,31,31
4412,4412,43,43
4412,4412,101,101
4413,4413,31,31
4413,4413,43,43
953,953,37,37
4417,4417,31,31
4418,4418,40,40
18758,18758,37,37
14074,14074,37,37
10794,10794,37,37
3806,3806,31,31
27067,27067,31,31
4508,4508,33,33
737,737,37,37
3813,3813,37,37
3814,3814,37,37
3748,3748,37,37
3816,3816,31,31
3821,3821,31,31
3822,3822,31,31
3822,3822,36,36
3823,3823,31,31
1043,1043,42,42
3827,3827,37,37
3828,3828,31,31
3830,3830,31,31
3837,3837,37,37
3838,3838,31,31
3838,3838,43,43
3839,3839,31,31
3843,3843,31,31
3850,3850,37,37
3851,3851,36,36
3851,3851,41,41
3854,3854,36,36
3862,3862,101,101
3866,3866,43,43
3867,3867,101,101
3868,3868,37,37
3869,3869,42,42
3870,3870,31,31
3874,3874,31,31
3874,3874,43,43
3875,3875,31,31
3875,3875,42,42
9559,9559,37,37
3877,3877,42,42
37855,37855,31,31
3883,3883,43,43
9187,9187,31,31
4071,4071,37,37
9187,9187,43,43
3886,3886,101,101
3892,3892,37,37
3893,3893,43,43
3894,3894,37,37
3896,3896,37,37
3900,3900,36,36
3900,3900,101,101
3907,3907,31,31
4082,4082,37,37
3913,3913,37,37
3914,3914,31,31
3914,3914,43,43
3931,3931,37,37
3917,3917,31,31
3918,3918,31,31
3918,3918,43,43
505,505,31,31
505,505,43,43
3919,3919,37,37
3920,3920,37,37
3925,3925,37,37
3928,3928,31,31
3933,3933,37,37
3936,3936,37,37
3938,3938,31,31
3948,3948,37,37
3954,3954,31,31
3954,3954,43,43
3958,3958,37,37
3961,3961,31,31
3961,3961,43,43
3962,3962,37,37
3963,3963,43,43
3964,3964,42,42
3965,3965,42,42
3965,3965,43,43
3967,3967,43,43
3968,3968,37,37
3969,3969,35,35
3970,3970,37,37
104790,104790,36,36
3974,3974,31,31
3974,3974,43,43
8327,8327,37,37
3977,3977,37,37
8328,8328,43,43
8329,8329,31,31
8329,8329,43,43
3981,3981,37,37
3983,3983,37,37
3985,3985,37,37
3987,3987,31,31
3990,3990,31,31
3994,3994,31,31
3997,3997,37,37
3999,3999,43,43
4000,4000,37,37
4004,4004,31,31
4007,4007,37,37
4016,4016,101,101
4019,4019,31,31
4021,4021,31,31
50137,50137,31,31
4021,4021,42,42
8446,8446,31,31
4029,4029,37,37
4031,4031,42,42
4032,4032,37,37
4033,4033,40,40
10498,10498,37,37
50137,50137,43,43
50178,50178,31,31
4037,4037,36,36
4039,4039,31,31
4040,4040,31,31
4041,4041,37,37
4050,4050,37,37
4052,4052,31,31
4053,4053,37,37
4057,4057,37,37
4068,4068,34,34
4069,4069,37,37
4070,4070,35,35
4072,4072,37,37
4073,4073,34,34
4077,4077,37,37
4080,4080,31,31
4083,4083,37,37
4086,4086,37,37
10573,10573,31,31
10573,10573,43,43
4088,4088,37,37
4093,4093,35,35
4093,4093,36,36
4096,4096,31,31
4096,4096,43,43
870,870,35,35
4376,4376,31,31
4377,4377,37,37
4378,4378,35,35
4378,4378,101,101
4379,4379,34,34
4380,4380,37,37
50164,50164,35,35
10865,10865,37,37
4396,4396,37,37
3628,3628,31,31
3628,3628,43,43
14076,14076,37,37
134,134,43,43
134,134,35,35
134,134,36,36
8463,8463,31,31
8463,8463,43,43
8521,8521,31,31
8521,8521,43,43
8521,8521,35,35
8521,8521,36,36
11395,11395,31,31
11395,11395,43,43
11395,11395,101,101
23217,23217,101,101
16191,16191,101,101
14298,14298,31,31
14298,14298,35,35
21878,21878,35,35
30638,30638,37,37
3423,3423,37,37
12028,12028,42,42
33988,33988,35,35
23659,23659,37,37
9829,9829,37,37
16516,16516,37,37
24878,24878,101,101
10033,10033,31,31
10033,10033,43,43
359,359,36,36
3359,3359,36,36
3359,3359,101,101
3360,3360,37,37
2909,2909,34,34
9551,9551,31,31
9551,9551,43,43
10574,10574,31,31
8935,8935,31,31
8935,8935,43,43
8935,8935,36,36
557,557,31,31
925,925,101,101
10497,10497,37,37
10033,10033,35,35
10033,10033,36,36
9076,9076,101,101
8887,8887,42,42
8729,8729,36,36
10664,10664,42,42
4062,4062,37,37
4023,4023,36,36
10733,10733,43,43
4389,4389,35,35
4389,4389,36,36
4389,4389,40,40
4389,4389,41,41
3966,3966,43,43
3927,3927,37,37
3885,3885,36,36
3831,3831,37,37
4034,4034,40,40
4034,4034,41,41
3824,3824,37,37
3736,3736,37,37
3530,3530,37,37
3521,3521,101,101
3426,3426,37,37
3402,3402,36,36
3402,3402,101,101
3139,3139,31,31
3139,3139,43,43
3328,3328,43,43
4387,4387,37,37
2608,2608,31,31
2608,2608,43,43
2735,2735,31,31
2941,2941,101,101
2899,2899,42,42
557,557,43,43
1085,1085,34,34
1069,1069,101,101
1075,1075,101,101
1172,1172,37,37
2350,2350,31,31
557,557,101,101
2372,2372,37,37
803,803,36,36
803,803,37,37
763,763,42,42
911,911,43,43
888,888,31,31
40369,40369,43,43
833,833,36,36
828,828,34,34
673,673,36,36
676,676,42,42
932,932,37,37
782,782,42,42
2370,2370,101,101
766,766,43,43
766,766,36,36
766,766,42,42
485,485,34,34
480,480,37,37
508,508,34,34
490,490,101,101
644,644,31,31
562,562,37,37
594,594,37,37
113,113,34,34
113,113,43,43
113,113,101,101
618,618,43,43
422,422,36,36
420,420,37,37
419,419,34,34
421,421,37,37
1129,1129,37,37
423,423,36,36
423,423,101,101
423,423,41,41
961,961,101,101
463,463,43,43
463,463,101,101
50164,50164,36,36
453,453,34,34
468,468,37,37
105,105,101,101
278,278,101,101
147,147,101,101
110,110,36,36
110,110,101,101
273,273,101,101
20,20,34,34
268,268,101,101
24950,24950,37,37
26228,26228,37,37
26229,26229,43,43
31686,31686,31,31
33988,33988,36,36
29357,29357,42,42
13165,13165,37,37
50164,50164,41,41
27104,27104,37,37
31503,31503,42,42
33785,33785,42,42
33971,33971,37,37
31163,31163,37,37
36049,36049,37,37
31168,31168,37,37
2355,2355,36,36
33108,33108,101,101
2355,2355,101,101
31330,31330,101,101
27534,27534,37,37
29524,29524,36,36
2296,2296,37,37
29252,29252,34,34
29647,29647,36,36
27512,27512,31,31
36335,36335,37,37
64,64,43,43
2261,2261,37,37
50458,50458,36,36
28332,28332,31,31
28332,28332,43,43
28332,28332,42,42
35655,35655,37,37
31430,31430,37,37
28867,28867,101,101
36668,36668,101,101
11896,11896,34,34
29943,29943,37,37
101633,101633,43,43
2522,2522,101,101
2323,2323,37,37
2436,2436,36,36
2500,2500,37,37
29677,29677,36,36
3825,3825,37,37
31531,31531,101,101
31619,31619,31,31
31619,31619,34,34
31619,31619,43,43
31619,31619,35,35
31619,31619,36,36
31619,31619,40,40
3121,3121,37,37
31455,31455,101,101
31935,31935,42,42
1082,1082,35,35
24756,24756,43,43
1082,1082,36,36
1082,1082,101,101
1059,1059,43,43
1059,1059,101,101
1060,1060,31,31
1060,1060,35,35
31972,31972,37,37
33986,33986,31,31
33545,33545,31,31
33545,33545,101,101
32078,32078,40,40
31553,31553,31,31
32043,32043,37,37
2070,2070,37,37
32732,32732,31,31
3973,3973,37,37
31329,31329,37,37
33579,33579,36,36
4035,4035,31,31
35471,35471,42,42
600,600,101,101
34255,34255,36,36
28614,28614,37,37
34269,34269,37,37
26265,26265,37,37
29550,29550,37,37
30439,30439,36,36
30439,30439,42,42
34359,34359,43,43
34360,34360,37,37
33147,33147,101,101
29246,29246,35,35
30383,30383,42,42
30735,30735,31,31
30735,30735,43,43
2400,2400,37,37
34461,34461,31,31
34461,34461,34,34
34461,34461,43,43
33120,33120,101,101
33540,33540,101,101
25966,25966,31,31
25966,25966,43,43
25966,25966,42,42
31447,31447,42,42
34217,34217,43,43
33418,33418,101,101
33418,33418,37,37
34714,34714,101,101
35898,35898,43,43
3879,3879,36,36
2377,2377,101,101
2342,2342,37,37
33112,33112,101,101
2386,2386,43,43
2386,2386,101,101
2528,2528,101,101
3450,3450,32,32
3450,3450,36,36
3450,3450,42,42
1049,1049,101,101
1049,1049,37,37
1160,1160,31,31
1160,1160,32,32
1160,1160,101,101
3654,3654,101,101
1052,1052,37,37
1074,1074,36,36
1058,1058,31,31
1058,1058,43,43
1058,1058,101,101
1077,1077,37,37
1163,1163,36,36
1163,1163,40,40
1163,1163,41,41
2010,2010,31,31
1165,1165,101,101
2108,2108,36,36
2108,2108,101,101
1159,1159,101,101
1174,1174,101,101
1168,1168,43,43
1168,1168,35,35
1168,1168,101,101
2026,2026,101,101
2039,2039,31,31
2041,2041,42,42
2174,2174,37,37
2137,2137,43,43
2150,2150,37,37
903,903,43,43
905,905,37,37
919,919,34,34
1078,1078,37,37
854,854,34,34
857,857,31,31
846,846,42,42
858,858,34,34
862,862,36,36
862,862,101,101
864,864,101,101
864,864,37,37
856,856,42,42
845,845,42,42
885,885,101,101
2202,2202,101,101
2133,2133,101,101
2143,2143,31,31
887,887,36,36
887,887,101,101
893,893,36,36
893,893,101,101
892,892,35,35
892,892,101,101
2018,2018,35,35
2018,2018,101,101
1046,1046,35,35
1046,1046,101,101
904,904,101,101
920,920,43,43
920,920,101,101
949,949,43,43
949,949,42,42
880,880,31,31
880,880,43,43
880,880,101,101
748,748,37,37
806,806,31,31
806,806,43,43
806,806,101,101
808,808,43,43
808,808,35,35
752,752,43,43
838,838,37,37
840,840,37,37
823,823,37,37
790,790,34,34
698,698,34,34
699,699,37,37
928,928,36,36
927,927,37,37
930,930,37,37
936,936,37,37
945,945,37,37
1004,1004,37,37
654,654,31,31
654,654,34,34
796,796,31,31
796,796,43,43
796,796,101,101
809,809,101,101
832,832,36,36
832,832,101,101
826,826,43,43
826,826,101,101
827,827,101,101
4158,4158,37,37
8325,8325,31,31
8325,8325,43,43
4081,4081,37,37
4051,4051,101,101
4047,4047,37,37
4027,4027,37,37
4038,4038,31,31
4364,4364,37,37
4049,4049,37,37
3906,3906,43,43
3876,3876,36,36
3791,3791,31,31
3897,3897,37,37
3789,3789,37,37
3790,3790,37,37
3752,3752,37,37
3686,3686,37,37
3648,3648,34,34
3576,3576,101,101
3531,3531,31,31
3531,3531,43,43
651,651,36,36
651,651,101,101
645,645,31,31
645,645,43,43
642,642,31,31
642,642,43,43
642,642,101,101
842,842,31,31
643,643,42,42
39766,39766,37,37
682,682,31,31
682,682,101,101
940,940,101,101
711,711,31,31
711,711,43,43
50092,50092,37,37
711,711,35,35
711,711,36,36
711,711,42,42
705,705,31,31
705,705,43,43
626,626,43,43
626,626,42,42
753,753,31,31
923,923,31,31
923,923,101,101
829,829,32,32
829,829,42,42
824,824,36,36
775,775,31,31
775,775,35,35
775,775,101,101
791,791,36,36
791,791,101,101
773,773,101,101
772,772,101,101
767,767,31,31
767,767,101,101
553,553,31,31
553,553,43,43
553,553,101,101
547,547,31,31
811,811,43,43
811,811,101,101
801,801,31,31
801,801,101,101
762,762,101,101
563,563,43,43
709,709,31,31
709,709,43,43
709,709,35,35
709,709,101,101
717,717,31,31
717,717,35,35
717,717,36,36
717,717,101,101
714,714,42,42
931,931,43,43
931,931,35,35
931,931,36,36
931,931,101,101
681,681,42,42
935,935,101,101
648,648,43,43
648,648,101,101
653,653,36,36
653,653,101,101
37291,37291,37,37
3073,3073,31,31
3073,3073,43,43
3512,3512,37,37
3372,3372,37,37
3134,3134,37,37
3343,3343,43,43
3138,3138,37,37
3264,3264,101,101
3055,3055,37,37
2309,2309,37,37
2012,2012,43,43
2012,2012,101,101
1173,1173,37,37
1070,1070,34,34
855,855,37,37
844,844,101,101
759,759,101,101
789,789,37,37
697,697,37,37
655,655,101,101
679,679,36,36
679,679,101,101
675,675,36,36
675,675,101,101
3351,3351,37,37
677,677,35,35
677,677,42,42
3422,3422,37,37
3084,3084,31,31
3084,3084,35,35
3084,3084,36,36
3084,3084,101,101
50471,50471,36,36
50414,50414,31,31
50414,50414,101,101
3802,3802,31,31
3802,3802,43,43
50191,50191,35,35
50191,50191,36,36
50524,50524,36,36
50524,50524,37,37
58192,58192,43,43
45988,45988,35,35
37861,37861,101,101
45100,45100,43,43
50207,50207,37,37
1051,1051,37,37
47947,47947,42,42
85,85,31,31
85,85,34,34
85,85,43,43
85,85,42,42
49370,49370,43,43
915,915,43,43
46346,46346,43,43
46346,46346,40,40
46383,46383,31,31
49543,49543,43,43
3820,3820,31,31
3820,3820,43,43
3820,3820,36,36
8029,8029,43,43
608,608,101,101
3684,3684,31,31
30436,30436,31,31
30436,30436,43,43
30436,30436,36,36
30436,30436,42,42
49741,49741,31,31
49754,49754,37,37
104,104,101,101
81834,81834,31,31
807,807,42,42
3624,3624,37,37
33702,33702,31,31
36840,36840,33,33
49081,49081,37,37
4415,4415,31,31
84755,84755,43,43
84755,84755,35,35
84755,84755,36,36
49776,49776,31,31
49776,49776,43,43
50490,50490,37,37
89131,89131,31,31
89131,89131,33,33
89131,89131,101,101
85152,85152,31,31
85152,85152,43,43
85152,85152,101,101
82311,82311,31,31
82311,82311,36,36
50130,50130,37,37
25821,25821,37,37
46312,46312,37,37
21835,21835,31,31
94737,94737,36,36
46419,46419,31,31
46419,46419,43,43
46419,46419,40,40
50121,50121,36,36
95406,95406,101,101
476,476,31,31
49876,49876,43,43
49107,49107,37,37
49724,49724,31,31
55666,55666,34,34
3834,3834,31,31
532,532,31,31
506,506,31,31
506,506,101,101
1144,1144,31,31
1144,1144,43,43
451,451,42,42
90877,90877,31,31
90877,90877,101,101
464,464,31,31
464,464,43,43
486,486,37,37
484,484,43,43
484,484,101,101
491,491,101,101
497,497,101,101
495,495,43,43
495,495,101,101
502,502,37,37
1150,1150,37,37
1151,1151,37,37
528,528,31,31
528,528,101,101
466,466,35,35
466,466,42,42
465,465,34,34
1142,1142,37,37
1138,1138,37,37
472,472,35,35
439,439,37,37
311,311,31,31
311,311,101,101
430,430,31,31
430,430,43,43
430,430,101,101
432,432,31,31
432,432,43,43
432,432,101,101
433,433,31,31
433,433,43,43
433,433,101,101
101137,101137,31,31
101137,101137,43,43
101137,101137,101,101
93513,93513,31,31
93513,93513,43,43
93513,93513,35,35
437,437,31,31
437,437,101,101
418,418,37,37
93513,93513,36,36
93513,93513,101,101
434,434,31,31
434,434,43,43
434,434,101,101
435,435,43,43
1134,1134,37,37
1131,1131,37,37
93513,93513,42,42
95158,95158,43,43
50088,50088,35,35
95158,95158,36,36
95158,95158,101,101
95407,95407,31,31
96796,96796,37,37
104792,104792,43,43
104792,104792,101,101
100617,100617,31,31
100623,100623,35,35
101630,101630,37,37
101979,101979,42,42
49306,49306,37,37
49307,49307,37,37
103381,103381,101,101
49629,49629,37,37
104426,104426,31,31
972,972,37,37
4374,4374,36,36
103383,103383,37,37
971,971,43,43
971,971,101,101
104248,104248,34,34
104244,104244,37,37
1119,1119,33,33
104435,104435,36,36
3909,3909,37,37
726,726,37,37
59957,59957,37,37
106035,106035,36,36
49143,49143,37,37
101259,101259,41,41
25215,25215,31,31
25215,25215,43,43
10575,10575,101,101
107563,107563,37,37
1037,1037,101,101
992,992,43,43
993,993,43,43
50189,50189,35,35
50189,50189,36,36
4386,4386,37,37
4,4,31,31
4,4,32,32
989,989,37,37
985,985,37,37
998,998,37,37
1008,1008,43,43
1008,1008,37,37
50212,50212,34,34
366,366,31,31
366,366,35,35
366,366,42,42
50236,50236,43,43
50236,50236,36,36
50236,50236,101,101
376,376,43,43
376,376,101,101
1121,1121,43,43
1121,1121,37,37
4373,4373,36,36
4373,4373,101,101
384,384,31,31
384,384,43,43
384,384,101,101
50128,50128,42,42
46284,46284,42,42
48216,48216,31,31
48216,48216,43,43
46945,46945,37,37
1107,1107,37,37
1111,1111,37,37
1099,1099,37,37
352,352,101,101
49082,49082,37,37
47459,47459,34,34
44238,44238,34,34
46937,46937,31,31
46937,46937,43,43
46937,46937,35,35
46937,46937,36,36
49862,49862,42,42
50011,50011,36,36
49942,49942,37,37
46285,46285,31,31
50244,50244,43,43
50244,50244,35,35
184,184,31,31
184,184,101,101
116,116,31,31
116,116,101,101
253,253,36,36
1010,1010,43,43
1010,1010,101,101
1010,1010,41,41
1030,1030,41,41
1024,1024,31,31
1024,1024,43,43
1024,1024,101,101
133,133,31,31
1032,1032,31,31
1032,1032,101,101
50126,50126,31,31
50126,50126,43,43
50126,50126,101,101
50065,50065,31,31
50065,50065,43,43
118,118,31,31
118,118,43,43
577,577,35,35
577,577,36,36
50003,50003,31,31
50003,50003,43,43
50003,50003,36,36
49014,49014,101,101
74,74,101,101
74,74,37,37
49681,49681,36,36
957,957,31,31
957,957,34,34
957,957,43,43
568,568,36,36
568,568,101,101
1041,1041,43,43
1041,1041,36,36
1041,1041,101,101
583,583,36,36
583,583,37,37
329,329,35,35
329,329,36,36
329,329,101,101
585,585,31,31
571,571,31,31
571,571,32,32
571,571,43,43
571,571,101,101
587,587,101,101
587,587,37,37
81,81,34,34
254,254,31,31
254,254,42,42
1095,1095,31,31
1095,1095,101,101
280,280,101,101
1114,1114,37,37
50204,50204,37,37
50163,50163,31,31
50163,50163,43,43
50163,50163,35,35
50258,50258,37,37
48545,48545,37,37
49050,49050,31,31
49050,49050,43,43
98092,98092,41,41
49317,49317,35,35
49317,49317,36,36
49317,49317,37,37
49317,49317,42,42
50235,50235,43,43
49755,49755,43,43
49755,49755,36,36
49914,49914,36,36
50210,50210,34,34
351,351,36,36
351,351,101,101
351,351,41,41
49783,49783,31,31
49783,49783,43,43
50199,50199,43,43
9088,9088,37,37
63,63,37,37
98697,98697,36,36
50265,50265,31,31
50265,50265,43,43
50278,50278,37,37
50263,50263,37,37
411,411,43,43
122,122,37,37
394,394,43,43
401,401,34,34
403,403,31,31
403,403,43,43
392,392,37,37
1103,1103,37,37
145,145,101,101
1104,1104,31,31
1104,1104,37,37
189,189,101,101
235,235,31,31
235,235,101,101
255,255,101,101
4384,4384,43,43
4384,4384,101,101
1117,1117,37,37
100013,100013,43,43
50282,50282,35,35
31495,31495,101,101
31495,31495,40,40
31554,31554,31,31
31554,31554,101,101
48186,48186,36,36
50262,50262,31,31
50262,50262,43,43
50262,50262,35,35
33233,33233,42,42
31236,31236,37,37
34446,34446,42,42
50274,50274,35,35
33234,33234,101,101
33234,33234,42,42
2889,2889,42,42
2939,2939,43,43
2939,2939,42,42
100621,100621,37,37
50276,50276,37,37
405,405,43,43
613,613,37,37
50302,50302,31,31
50302,50302,43,43
50134,50134,31,31
50134,50134,43,43
50134,50134,35,35
50134,50134,101,101
1029,1029,37,37
2508,2508,37,37
50371,50371,37,37
100653,100653,37,37
100634,100634,31,31
50390,50390,36,36
101262,101262,43,43
101262,101262,36,36
49944,49944,37,37
50091,50091,31,31
50091,50091,43,43
50091,50091,35,35
50091,50091,36,36
50431,50431,34,34
101975,101975,31,31
101975,101975,43,43
101975,101975,37,37
3367,3367,35,35
3367,3367,101,101
50403,50403,31,31
50403,50403,35,35
50391,50391,35,35
50391,50391,36,36
50391,50391,37,37
3470,3470,37,37
50493,50493,37,37
211,211,35,35
211,211,101,101
2199,2199,35,35
2199,2199,36,36
50451,50451,101,101
50208,50208,101,101
3812,3812,37,37
90872,90872,31,31
90872,90872,101,101
102399,102399,101,101
83975,83975,37,37
85151,85151,31,31
85151,85151,43,43
85151,85151,36,36
101139,101139,34,34
89491,89491,37,37
89488,89488,101,101
88774,88774,31,31
88774,88774,43,43
88774,88774,35,35
88774,88774,36,36
103994,103994,37,37
634,634,31,31
634,634,34,34
114454,114454,43,43
114466,114466,32,32
114466,114466,33,33
114466,114466,34,34
981,981,31,31
114510,114510,36,36
112651,112651,37,37
114518,114518,34,34
109400,109400,36,36
109400,109400,101,101
109400,109400,42,42
109402,109402,101,101
104941,104941,31,31
106939,106939,35,35
106939,106939,101,101
112238,112238,37,37
108564,108564,40,40
112621,112621,42,42
112369,112369,37,37
112376,112376,31,31
112376,112376,101,101
114455,114455,37,37
40,40,31,31
40,40,37,37
107564,107564,42,42
108559,108559,37,37
104692,104692,101,101
107726,107726,101,101
114567,114567,37,37
106427,106427,31,31
106427,106427,101,101
112642,112642,31,31
112642,112642,101,101
90875,90875,31,31
90875,90875,101,101
106428,106428,36,36
114563,114563,32,32
114536,114536,31,31
114536,114536,43,43
114456,114456,42,42
114584,114584,31,31
114584,114584,42,42
114587,114587,37,37
3131,3131,36,36
3131,3131,101,101
